Time (s),Voltage (V),Current (mA)
22.6955,-0.9873,-4.58785
22.8138,-0.9903,-4.58785
22.9362,-0.9891,-4.590654
23.0555,-0.9885,-4.579439
23.1745,-0.9885,-4.579439
23.2967,-0.9885,-4.582243
23.4158,-0.9891,-4.590654
23.5351,-0.9891,-4.579439
23.6536,-0.9891,-4.576636
23.7761,-0.9891,-4.582243
23.8954,-0.9891,-4.585047
24.0173,-0.9885,-4.58785
24.1361,-0.9897,-4.585047
24.2557,-0.9916,-4.582243
24.3737,-0.9879,-4.590654
24.4964,-0.9885,-4.585047
24.6155,-0.9885,-4.585047
24.7348,-0.9867,-4.582243
24.8574,-0.9885,-4.582243
24.976,-0.9897,-4.58785
25.0952,-0.9903,-4.585047
25.2142,-0.991,-4.582243
25.3365,-0.9903,-4.58785
25.4556,-0.9897,-4.582243
25.5747,-0.9903,-4.582243
25.6968,-0.9891,-4.579439
25.8159,-0.9879,-4.585047
25.9348,-0.991,-4.579439
26.0572,-0.9867,-4.585047
26.1762,-0.9891,-4.590654
26.2953,-0.9885,-4.58785
26.4142,-0.9885,-4.582243
26.5366,-0.9885,-4.573364
26.6555,-0.9891,-4.593458
26.7746,-0.991,-4.573364
26.8968,-0.9903,-4.576636
27.0162,-0.9891,-4.582243
27.1348,-0.9873,-4.585047
27.2573,-0.9903,-4.58785
27.3755,-0.9885,-4.590654
27.4946,-0.9891,-4.585047
27.6135,-0.991,-4.585047
27.736,-0.9885,-4.576636
27.8558,-0.9903,-4.590654
27.9741,-0.9873,-4.58785
28.0969,-0.9891,-4.58785
28.216,-0.9891,-4.582243
28.3347,-0.9897,-4.593458
28.4533,-0.9922,-4.590654
28.5761,-0.991,-4.593458
28.6956,-0.9903,-4.579439
28.8143,-0.9897,-4.579439
28.9365,-0.9916,-4.570561
29.0559,-0.9891,-4.582243
29.1744,-0.9891,-4.582243
29.297,-0.9897,-4.579439
29.4156,-0.9897,-4.576636
29.5352,-0.9885,-4.582243
29.6538,-0.9885,-4.58785
29.7758,-0.9891,-4.58785
29.8956,-0.9891,-4.573364
