Time (s),Voltage (V),Current (mA)
59.5428,0.578371,2.486066
59.8491,0.573988,2.462563
60.1543,0.56902,2.441963
60.4598,0.564156,2.412927
60.7693,0.559176,2.389807
61.0736,0.553316,2.364989
61.379,0.548078,2.351292
61.6869,0.544539,2.315298
61.9896,0.541609,2.279084
62.2934,0.536734,2.262977
62.5998,0.531297,2.240405
62.9304,0.527277,2.19811
63.2479,0.521828,2.193618
63.5542,0.516883,2.167814
63.8587,0.512195,2.149953
64.1616,0.504238,2.140475
64.4658,0.497652,2.12393
64.7721,0.492789,2.104481
65.0783,0.487598,2.077307
65.3865,0.483543,2.050626
65.6907,0.478,2.034683
65.9975,0.473043,2.012604
66.3035,0.468074,1.990635
66.6092,0.463141,1.958969
66.9174,0.458359,1.928179
67.2227,0.4525,1.91629
67.5292,0.446898,1.893664
67.8496,0.441473,1.877173
68.1551,0.437559,1.847205
68.4563,0.432109,1.827318
68.7638,0.426215,1.803486
69.0676,0.42291,1.777134
69.3736,0.417391,1.756644
69.678,0.411156,1.733579
69.9859,0.407934,1.70898
70.2927,0.401781,1.686901
70.5964,0.396977,1.660275
70.9048,0.392512,1.644277
71.2207,0.387121,1.6142
71.5251,0.382855,1.586095
71.8348,0.378684,1.576233
72.1441,0.371922,1.55262
72.4471,0.368184,1.528679
72.7543,0.363414,1.507312
73.0835,0.358176,1.483425
73.3871,0.353934,1.464469
73.6927,0.347934,1.436364
73.9975,0.343129,1.419161
74.303,0.338207,1.392973
74.6097,0.333379,1.375771
74.9155,0.327648,1.35035
75.2215,0.322938,1.325806
75.5318,0.319762,1.292605
75.8497,0.312695,1.278142
76.1571,0.307844,1.260884
76.4635,0.304047,1.222643
76.7809,0.298457,1.19651
77.0838,0.292984,1.184567
77.3915,0.288848,1.158544
77.6971,0.282742,1.145833
78.0018,0.277949,1.119317
78.309,0.273039,1.092472
78.6188,0.270836,1.050286
78.9284,0.26207,1.04667
79.2372,0.258344,1.034672
79.5461,0.25375,1.012648
79.8524,0.249414,0.985913
80.1593,0.242793,0.96997
80.4663,0.239254,0.93792
80.7705,0.23452,0.910417
81.0786,0.227875,0.898474
81.3827,0.223258,0.872286
81.6873,0.219672,0.851741
81.991,0.213883,0.826375
82.297,0.209465,0.80731
82.6024,0.208563,0.759427
82.9155,0.19784,0.76507
83.2496,0.194852,0.73313
83.5569,0.193832,0.700861
83.8609,0.187152,0.678234
84.1641,0.183496,0.64591
84.4708,0.177602,0.630953
84.7771,0.172961,0.602355
85.0879,0.168086,0.584221
85.3915,0.163551,0.556883
85.7006,0.154152,0.558088
86.0057,0.150578,0.533653
86.3115,0.144062,0.512451
86.6196,0.139316,0.48977
86.9269,0.133504,0.467636
87.2315,0.128863,0.447146
87.5374,0.128898,0.398167
87.8414,0.123391,0.373842
88.1456,0.118504,0.348421
88.4545,0.112773,0.331438
88.7588,0.10852,0.310564
89.0644,0.103668,0.284157
89.3702,0.095266,0.275939
89.6765,0.0895,0.259887
89.98,0.088914,0.214469
90.31,0.08002,0.215456
90.6203,0.076164,0.182967
90.9296,0.070645,0.169435
91.2437,0.06659,0.145603
91.5517,0.05916,0.126045
91.862,0.054801,0.105116
92.1708,0.049469,0.084571
92.4749,0.044758,0.055042
92.7781,0.04048,0.032141
93.0949,0.036684,0.010282
93.4106,0.030754,-0.007579
93.7186,0.024801,-0.029219
94.0261,0.021203,-0.053544
94.3317,0.015168,-0.075514
94.6366,0.015367,-0.073596
94.9462,0.021836,-0.055407
95.251,0.026031,-0.033712
95.5573,0.029336,-0.008729
95.8627,0.035957,0.015157
96.1687,0.042273,0.02606
96.4764,0.046035,0.06178
96.7832,0.049434,0.077942
97.0915,0.062641,0.065013
97.3987,0.058996,0.126592
97.7063,0.065359,0.14889
98.0142,0.068617,0.173435
98.3439,0.073914,0.199348
98.6496,0.080793,0.213648
98.954,0.084402,0.242684
99.2616,0.088914,0.256764
99.5683,0.093871,0.286458
99.8718,0.103176,0.27824
100.1796,0.103656,0.325137
100.4874,0.110641,0.347161
100.7943,0.114309,0.372308
101.1002,0.118363,0.399373
101.409,0.123789,0.425286
101.733,0.134875,0.416247
102.0421,0.134664,0.463089
102.3532,0.139879,0.486482
102.6626,0.144754,0.506753
102.9702,0.148305,0.54083
103.2785,0.152441,0.571017
103.592,0.159449,0.576715
103.8985,0.164137,0.604053
104.2034,0.169117,0.628378
104.5085,0.173805,0.654621
104.8161,0.179688,0.67029
105.1259,0.186273,0.684973
105.4386,0.191301,0.711873
105.7482,0.19491,0.741402
106.0559,0.198074,0.765453
106.3613,0.203395,0.787203
106.6706,0.209078,0.801503
106.9838,0.214422,0.829444
107.2885,0.219367,0.851906
107.5964,0.223316,0.875573
107.9037,0.228578,0.899022
108.2099,0.233289,0.922142
108.5459,0.238375,0.939071
108.8523,0.244176,0.963724
109.159,0.248078,0.982406
109.4654,0.253785,1.007224
109.7815,0.266477,0.987666
110.0901,0.265352,1.055765
110.4011,0.270672,1.086336
110.7095,0.280926,1.079268
111.0226,0.280012,1.130329
111.3306,0.286516,1.150435
111.6358,0.289633,1.173336
111.9452,0.29609,1.193114
112.2485,0.301199,1.217603
112.5562,0.305043,1.245599
112.8771,0.310293,1.268828
113.1807,0.314781,1.292057
113.496,0.322844,1.302522
113.8379,0.329887,1.311013
114.1449,0.334,1.340653
114.4502,0.339684,1.364594
114.7603,0.346047,1.3824
115.0645,0.349457,1.404698
115.3686,0.353828,1.430283
115.6769,0.355129,1.46425
115.9804,0.360473,1.496738
116.2876,0.36652,1.507093
116.5934,0.371301,1.531144
116.91,0.375684,1.559852
117.2159,0.380207,1.578698
117.5225,0.38582,1.612392
117.8297,0.390379,1.63069
118.138,0.395781,1.65003
118.4418,0.399332,1.675122
118.7578,0.403105,1.716266
119.082,0.408906,1.722731
119.384,0.416324,1.739057
119.6926,0.419676,1.769518
119.9987,0.423848,1.789735
120.3051,0.429496,1.813567
120.6137,0.434324,1.834988
120.9203,0.440395,1.853396
121.2287,0.44759,1.865175
121.5335,0.453508,1.882597
121.8437,0.459074,1.907032
122.1505,0.463809,1.926262
122.4562,0.46907,1.949107
122.7638,0.473172,1.978418
123.0739,0.479406,1.993429
123.3857,0.480508,2.045476
123.6914,0.485453,2.065418
124.0195,0.496152,2.072321
124.3702,0.499141,2.095715
124.725,0.513672,2.0675
124.8428,0.510637,2.123492
125.1588,0.516602,2.136531
125.4826,0.515559,2.157897
125.7939,0.516215,2.198384
126.0991,0.520539,2.225996
126.4232,0.531344,2.213122
126.7668,0.535059,2.234105
127.1165,0.541691,2.259361
127.4377,0.542523,2.302478
127.7597,0.549344,2.305546
128.076,0.552414,2.361482
128.3857,0.556645,2.380822
128.6965,0.56091,2.406626
129.0079,0.56623,2.421528
129.3118,0.571973,2.457632
129.6197,0.576754,2.477081
129.9288,0.581125,2.497023
130.237,0.585941,2.522828
130.5428,0.593453,2.533127
130.8506,0.595879,2.572738
131.1561,0.605242,2.557069
131.4646,0.606953,2.612074
131.7746,0.612262,2.640946
132.0813,0.61757,2.659738
132.3892,0.622551,2.690199
132.698,0.628457,2.703841
133.0067,0.63298,2.735233
133.3131,0.638184,2.755504
133.6204,0.643363,2.775611
133.9267,0.648637,2.804647
134.233,0.653594,2.826836
134.5401,0.660285,2.842669
134.8454,0.663262,2.874226
135.152,0.669062,2.902221
135.4582,0.673199,2.913179
135.764,0.677547,2.938873
136.0727,0.683172,2.960788
136.3784,0.68848,2.987797
136.6807,0.692395,3.002918
136.9859,0.697844,3.028065
137.2923,0.702977,3.057157
137.5955,0.707535,3.074633
137.9028,0.712422,3.08948
138.2099,0.716969,3.114682
138.5147,0.722277,3.134186
138.8238,0.72734,3.167057
139.1343,0.736176,3.15621
139.4419,0.736855,3.212201
139.7525,0.742246,3.227377
140.0562,0.74841,3.259098
140.3625,0.753578,3.283094
140.6707,0.75857,3.302215
140.9771,0.763223,3.324348
141.2836,0.768859,3.350481
141.5937,0.773172,3.372944
141.8994,0.778492,3.394475
142.2088,0.78332,3.422251
142.5158,0.788359,3.447343
142.8224,0.793926,3.471559
143.1328,0.797945,3.489583
143.439,0.805352,3.501362
143.7471,0.813602,3.488926
144.0698,0.816895,3.537138
144.3801,0.822262,3.549081
144.6868,0.828133,3.572639
145.0038,0.833629,3.581131
145.3146,0.837191,3.618988
145.6271,0.838902,3.672679
145.9378,0.843684,3.690922
146.2493,0.848301,3.719575
146.5608,0.853867,3.737271
146.8685,0.862738,3.718315
147.1753,0.863969,3.785647
147.485,0.868668,3.80559
147.7922,0.874352,3.824655
148.0997,0.879156,3.850405
148.4089,0.882848,3.868484
148.7168,0.889059,3.891823
149.0258,0.891098,3.939761
149.3703,0.89882,3.939596
149.6842,0.903906,3.961621
149.9924,0.909367,3.982001
150.2973,0.916656,3.982823
150.6022,0.921156,4.009339
150.9151,0.927484,4.013722
151.2247,0.931762,4.057332
151.5336,0.937855,4.077822
