Time (s),Voltage (V),Current (mA)
0.1417,0.007398,-0.090744
0.2639,0.014535,-0.058365
0.7356,0.033426,-0.095675
0.8519,0.038055,-0.047408
1.2663,0.03782,0.014007
1.6774,0.04382,0.038332
2.1216,0.048918,0.075039
2.4636,0.053313,0.117005
2.7744,0.059676,0.14133
3.0986,0.06598,0.178584
3.4222,0.075168,0.203677
3.7692,0.078953,0.240109
4.1316,0.084402,0.268105
4.4549,0.096027,0.27698
4.79,0.102027,0.312756
5.1404,0.108836,0.338122
5.4785,0.115141,0.367706
5.7956,0.122605,0.401071
6.1268,0.134277,0.407043
6.4723,0.134582,0.457172
6.8089,0.144918,0.486702
7.1718,0.14582,0.540392
7.5056,0.157105,0.53075
7.8693,0.160211,0.599725
8.2333,0.166961,0.620489
8.5895,0.172645,0.655169
8.9393,0.181551,0.687328
9.3207,0.185652,0.719981
9.7086,0.195965,0.732746
10.0301,0.201836,0.768412
10.366,0.210016,0.78167
10.674,0.221102,0.783259
10.9918,0.224148,0.845441
11.3099,0.229809,0.880942
11.6181,0.241469,0.866479
11.9314,0.243367,0.939016
12.2484,0.249859,0.970518
12.5715,0.252133,1.008978
12.8885,0.261203,1.039877
13.2084,0.267355,1.07494
13.5242,0.274316,1.08513
13.8473,0.279063,1.137506
14.1639,0.288566,1.159585
14.5029,0.291988,1.199962
14.8338,0.298516,1.237436
15.1689,0.307176,1.250091
15.5086,0.314336,1.277813
15.8507,0.322293,1.304823
16.191,0.32902,1.327559
16.5357,0.333707,1.383276
16.8924,0.3415,1.40678
17.2431,0.349762,1.424311
17.5955,0.353488,1.461347
17.947,0.360496,1.505669
18.3098,0.365746,1.537061
18.6717,0.373035,1.562043
19.0226,0.379527,1.601435
19.3605,0.386582,1.60916
19.7066,0.39202,1.641648
20.0578,0.399074,1.681094
20.4147,0.405262,1.711719
20.7946,0.415598,1.716102
21.1258,0.422629,1.754069
21.4498,0.429813,1.777901
21.7775,0.435742,1.807485
22.1074,0.442398,1.850657
22.4325,0.449137,1.865065
22.7632,0.451832,1.920509
23.0987,0.458828,1.958421
23.401,0.466176,1.989868
23.6988,0.472352,2.0137
24.0005,0.480355,2.052927
24.3049,0.487316,2.072979
24.6403,0.492742,2.114616
24.9585,0.50323,2.121081
25.2677,0.506512,2.165896
25.5859,0.510906,2.207698
25.9356,0.524207,2.205287
26.2415,0.530875,2.240679
26.551,0.536219,2.268839
26.8565,0.543625,2.297273
27.1634,0.54877,2.333103
27.475,0.55873,2.324283
27.7807,0.564789,2.375015
28.1017,0.565938,2.440539
28.4184,0.572945,2.465686
28.7487,0.581102,2.494777
29.0734,0.588332,2.53636
29.3961,0.593523,2.551371
29.7231,0.601363,2.600405
30.0509,0.608488,2.624072
30.3771,0.614277,2.657656
30.696,0.62173,2.692665
31.0542,0.63243,2.691624
31.3773,0.637984,2.708388
31.7129,0.646691,2.749971
32.0375,0.653266,2.782349
32.3579,0.659254,2.813632
32.6826,0.664738,2.848695
33.0057,0.671676,2.884032
33.3415,0.677969,2.909234
33.6722,0.680687,2.951584
34.0076,0.688328,2.992509
34.3457,0.69393,3.020012
34.7062,0.702379,3.040721
35.0408,0.709363,3.074633
35.3782,0.7135,3.113367
35.7227,0.721059,3.122626
36.0915,0.727199,3.17018
36.4393,0.733316,3.199765
36.784,0.744145,3.180042
37.1215,0.748457,3.248908
37.4611,0.756625,3.256742
37.8118,0.760527,3.309227
38.1527,0.767582,3.34325
38.5027,0.774215,3.374587
38.8584,0.779875,3.412499
39.2117,0.788125,3.441207
39.5707,0.795273,3.45715
39.9228,0.800922,3.49046
40.2758,0.809898,3.525687
40.7653,0.814234,3.573406
41.1163,0.823176,3.561079
41.4406,0.832387,3.58661
41.7723,0.837391,3.628083
42.1,0.843836,3.652134
42.4305,0.851477,3.694374
42.7646,0.857254,3.713439
43.0968,0.863746,3.739189
43.4269,0.868832,3.796112
43.7591,0.874891,3.826189
44.1187,0.882145,3.841803
44.4754,0.891918,3.844433
44.8876,0.895855,3.894672
45.2385,0.901926,3.936145
45.5812,0.908277,3.989233
45.9633,0.917547,3.989671
46.0816,0.923113,4.010435
46.4154,0.931949,4.029555
46.7446,0.935957,4.092943
47.0449,0.941395,4.133868
47.3428,0.949926,4.17052
47.6404,0.955516,4.197365
47.9459,0.962066,4.224977
48.2501,0.970422,4.259493
48.5557,0.975332,4.297788
48.8642,0.981672,4.322168
49.1708,0.989219,4.35115
49.4747,0.995945,4.382597
49.7879,1.003574,4.383035
50.0962,1.002391,4.403799
50.4058,0.995195,4.379419
50.7173,0.989523,4.34841
51.0229,0.986746,4.267711
51.3544,0.977898,4.259931
51.6707,0.972473,4.232538
51.9814,0.964363,4.189038
52.2974,0.957508,4.181148
52.6057,0.952094,4.144606
52.9157,0.943633,4.11546
53.2229,0.937492,4.081876
53.5274,0.928387,4.076507
53.8345,0.921953,4.050648
54.1425,0.916867,4.004189
54.4478,0.909145,3.970715
54.7589,0.9025,3.953512
55.0643,0.894414,3.922942
55.3708,0.888133,3.889796
55.6807,0.882965,3.85928
55.9916,0.877035,3.806521
56.2987,0.871129,3.772718
56.608,0.865258,3.751242
56.9161,0.857723,3.717055
57.2226,0.851559,3.681609
57.5313,0.845219,3.649121
57.8369,0.839582,3.629397
58.1469,0.828098,3.621673
58.4549,0.827336,3.550615
58.7735,0.817023,3.563216
59.0847,0.809102,3.52514
59.3983,0.802832,3.498787
59.7238,0.795262,3.480324
60.0345,0.792789,3.410198
60.342,0.78441,3.386914
60.6576,0.778141,3.359357
60.966,0.774238,3.292134
61.2868,0.762988,3.308241
61.6073,0.762285,3.243429
61.9211,0.751996,3.231431
62.2323,0.744531,3.19834
62.5414,0.73873,3.177522
62.8466,0.732379,3.147225
63.1644,0.723988,3.115394
63.4696,0.719652,3.085974
63.7748,0.711402,3.062361
64.0806,0.702883,3.052828
64.3881,0.695664,3.021162
64.6944,0.689734,2.988838
65.0008,0.682715,2.960952
65.3076,0.676398,2.932354
65.6182,0.672063,2.889347
65.9293,0.664129,2.877842
66.2385,0.657965,2.847983
66.5797,0.651883,2.803716
66.8864,0.646691,2.753587
67.1916,0.640176,2.728714
67.4992,0.632852,2.703896
67.8076,0.627168,2.661217
68.1223,0.619117,2.629606
68.431,0.613656,2.606376
68.77,0.607797,2.573614
69.0847,0.597039,2.553453
69.3955,0.588438,2.535538
69.7108,0.58573,2.486066
70.0239,0.574938,2.474506
70.3308,0.567906,2.445963
70.6391,0.561098,2.415282
70.9435,0.554863,2.378685
71.2474,0.54891,2.353703
71.5603,0.544188,2.312887
71.8716,0.539336,2.265662
72.1786,0.532152,2.241336
72.4896,0.524301,2.215916
72.7986,0.518793,2.188687
73.1026,0.511199,2.156473
73.4054,0.505797,2.12393
73.7225,0.498625,2.093578
74.0266,0.487949,2.080704
74.3335,0.481105,2.055885
74.6389,0.474848,2.030191
74.9458,0.467125,1.997045
75.2498,0.462695,1.963187
75.5561,0.458301,1.915962
75.8711,0.447238,1.897444
76.1773,0.440875,1.865504
76.4963,0.432121,1.861669
76.8135,0.427504,1.810334
77.119,0.420438,1.783325
77.422,0.414531,1.749576
77.7222,0.408555,1.727278
78.0301,0.399988,1.690791
78.3368,0.395289,1.661645
78.642,0.38848,1.632389
78.9479,0.381285,1.60653
79.2515,0.373984,1.572617
79.5552,0.368617,1.541334
79.8611,0.362102,1.51164
80.1656,0.354754,1.484959
80.4713,0.348098,1.454279
80.774,0.34123,1.418942
81.0833,0.334434,1.394508
81.3888,0.327941,1.363718
81.6917,0.322598,1.333257
81.9979,0.316105,1.306631
82.3069,0.31177,1.254036
82.61,0.307129,1.221219
82.915,0.298211,1.19021
83.2199,0.292492,1.160187
83.5261,0.286258,1.124905
83.8423,0.279238,1.096197
84.1512,0.268938,1.089787
84.4569,0.262164,1.062668
84.7633,0.253762,1.030892
85.0705,0.248559,0.999445
85.3726,0.241398,0.973695
85.6756,0.235117,0.93918
85.9801,0.23227,0.891461
86.2849,0.226199,0.863849
86.593,0.218816,0.840784
86.9142,0.212066,0.796462
87.2193,0.20766,0.764741
87.5238,0.199258,0.743813
87.829,0.191805,0.709133
88.1357,0.182758,0.705243
88.4411,0.175773,0.680097
88.7439,0.169188,0.635939
89.0483,0.161816,0.613422
89.3511,0.155969,0.584604
89.6576,0.147895,0.552226
89.9667,0.145281,0.504671
90.2695,0.139949,0.471909
90.5768,0.132859,0.438216
90.8831,0.125887,0.410001
91.1938,0.117906,0.386388
91.5,0.113195,0.352421
91.8171,0.104383,0.322508
92.1229,0.094773,0.316207
92.4306,0.092734,0.263229
92.7465,0.089289,0.19902
93.0567,0.079773,0.198801
93.369,0.073199,0.173982
93.6768,0.069098,0.132838
93.9868,0.060977,0.108075
94.2935,0.05452,0.083092
94.5978,0.043949,0.069012
94.9046,0.036531,0.03877
95.2092,0.030766,0.014938
95.5126,0.025949,-0.029712
95.8322,0.022551,-0.074692
96.1407,0.01075,-0.07776
96.4519,0.005699,-0.107289
96.7588,0.00209,-0.161802
97.0973,-0.008773,-0.169143
97.4095,-0.014949,-0.203439
97.7184,-0.022555,-0.231983
98.0299,-0.03084,-0.256472
98.3417,-0.0365,-0.288084
98.6511,-0.043426,-0.325064
98.9689,-0.051758,-0.352567
99.2816,-0.056223,-0.388123
99.5908,-0.063723,-0.421269
99.9148,-0.069395,-0.450415
100.2225,-0.075723,-0.483287
100.5265,-0.081957,-0.50668
100.8335,-0.089656,-0.537963
101.1397,-0.096195,-0.567548
101.4471,-0.10127,-0.605405
101.7504,-0.109906,-0.630387
102.0642,-0.114746,-0.661615
102.3782,-0.118988,-0.698596
102.7044,-0.121449,-0.751684
103.0282,-0.130355,-0.769654
103.3644,-0.136121,-0.796334
103.6879,-0.143023,-0.835835
104.0328,-0.150594,-0.858736
104.3625,-0.155621,-0.88717
104.6866,-0.168277,-0.903058
105.0123,-0.174031,-0.932149
105.3306,-0.181578,-0.963487
105.6499,-0.183723,-1.004741
105.9821,-0.193859,-1.032572
106.3101,-0.199262,-1.060842
106.6364,-0.207828,-1.082866
106.9647,-0.217883,-1.107136
107.3256,-0.221633,-1.14587
107.6451,-0.219781,-1.201587
107.974,-0.229449,-1.229145
108.3064,-0.236762,-1.25736
108.6309,-0.241156,-1.285848
108.9578,-0.247719,-1.314118
109.283,-0.254352,-1.346332
109.6119,-0.258559,-1.38156
109.9474,-0.271801,-1.39049
110.2806,-0.278234,-1.429826
110.6142,-0.283824,-1.444892
110.9377,-0.289461,-1.474148
111.2693,-0.296785,-1.507458
111.5968,-0.303828,-1.535016
111.9229,-0.308328,-1.562628
112.2766,-0.317375,-1.604375
112.5976,-0.323621,-1.627769
112.9236,-0.323223,-1.675816
113.2473,-0.332199,-1.709619
113.5783,-0.339125,-1.735807
113.9156,-0.344691,-1.766597
114.2505,-0.352508,-1.804399
114.582,-0.358344,-1.829217
114.9183,-0.369148,-1.836613
115.2522,-0.377281,-1.872553
115.5856,-0.383094,-1.908328
115.9213,-0.38607,-1.941474
116.2587,-0.390477,-1.980865
116.5987,-0.398105,-2.013079
116.9435,-0.404293,-2.039048
117.2778,-0.409109,-2.067263
117.6189,-0.416891,-2.102983
117.9691,-0.425152,-2.115529
118.3043,-0.434199,-2.137608
118.6434,-0.438887,-2.173712
118.9909,-0.444008,-2.212336
119.3304,-0.451039,-2.230142
119.6708,-0.45834,-2.265424
120.0156,-0.463039,-2.296762
120.3532,-0.471723,-2.32295
120.6998,-0.478543,-2.343933
121.0408,-0.486863,-2.382612
121.377,-0.489641,-2.424961
121.7186,-0.493191,-2.457833
122.0584,-0.500176,-2.495635
122.3993,-0.505309,-2.530644
122.7405,-0.51384,-2.547244
123.0745,-0.517965,-2.584663
123.414,-0.526297,-2.610577
123.7591,-0.532965,-2.641366
124.1,-0.540547,-2.671554
124.4502,-0.545973,-2.698837
124.7995,-0.551012,-2.731216
125.1461,-0.562684,-2.7545
125.4969,-0.570348,-2.776031
125.8451,-0.575832,-2.807149
126.1968,-0.581023,-2.831693
126.5533,-0.590117,-2.86451
126.918,-0.587633,-2.921981
127.2867,-0.606781,-2.912832
127.6755,-0.607367,-2.972877
128.044,-0.615207,-2.990847
128.4047,-0.620562,-3.02213
128.7562,-0.620363,-3.083381
129.106,-0.632691,-3.093461
129.4616,-0.642418,-3.110719
129.8102,-0.648336,-3.155041
130.1574,-0.655895,-3.17071
130.4995,-0.662867,-3.205225
130.8524,-0.670063,-3.23996
131.1965,-0.672418,-3.276283
131.5488,-0.682297,-3.290472
131.8961,-0.686867,-3.32685
132.2437,-0.695457,-3.354134
132.6188,-0.702348,-3.384924
132.9668,-0.706988,-3.410344
133.3192,-0.713457,-3.452749
133.664,-0.717195,-3.489236
134.0226,-0.722281,-3.518273
134.3705,-0.72882,-3.548296
134.7173,-0.735512,-3.578154
135.06,-0.741418,-3.609492
135.4163,-0.754602,-3.629927
135.7653,-0.759242,-3.656772
136.1181,-0.767305,-3.683672
136.4774,-0.769461,-3.728213
136.8455,-0.775684,-3.753963
137.2108,-0.781684,-3.787054
137.5509,-0.792453,-3.799435
137.918,-0.796672,-3.840141
138.2443,-0.803352,-3.874109
138.5729,-0.812598,-3.8969
138.896,-0.818293,-3.930812
139.2195,-0.824832,-3.961328
139.5433,-0.831406,-3.989543
139.8721,-0.835297,-4.032495
140.1938,-0.844918,-4.054519
140.5153,-0.850168,-4.082022
140.8343,-0.856285,-4.121413
141.1554,-0.863188,-4.139931
141.4757,-0.871402,-4.17209
141.8008,-0.871965,-4.212961
142.1301,-0.884188,-4.235149
142.4553,-0.891523,-4.262049
142.7866,-0.901168,-4.28369
143.1421,-0.902879,-4.327573
143.4618,-0.909816,-4.354857
