Time (s),Voltage (V),Current (mA)
0.1268,0.443207,2.634729
0.3219,0.450531,2.688778
0.7804,0.473793,2.639165
0.9014,0.481691,2.726124
1.3155,0.485453,2.805856
1.6997,0.495004,2.8564
2.1232,0.506852,2.904534
2.4745,0.517598,2.944181
2.804,0.526762,3.002775
3.1268,0.540074,3.04735
3.4638,0.548687,3.096032
3.79,0.565492,3.098989
4.1198,0.576684,3.164428
4.4839,0.583047,3.232933
4.8163,0.593066,3.286817
5.1472,0.602008,3.338566
5.4994,0.609555,3.406579
5.8681,0.623395,3.43593
6.2076,0.632734,3.48286
6.557,0.643445,3.51944
6.9012,0.655598,3.562372
7.2423,0.663074,3.615818
7.5829,0.673012,3.661982
7.9348,0.684238,3.722656
8.2905,0.695313,3.762631
8.6404,0.704957,3.79724
8.99,0.717074,3.85326
9.3495,0.726988,3.901504
9.7018,0.737535,3.956812
10.0535,0.748703,3.999033
10.402,0.762883,3.989833
10.7856,0.773242,4.065676
11.1494,0.778844,4.14245
11.4778,0.788523,4.179688
11.7992,0.800488,4.234612
12.1233,0.810836,4.281049
12.4477,0.819648,4.328308
12.7441,0.836523,4.33811
13.0394,0.841832,4.418772
13.3392,0.851957,4.473368
13.6384,0.863312,4.526048
13.9364,0.873707,4.578399
14.2388,0.885684,4.629436
14.535,0.896441,4.660649
14.8349,0.906156,4.710043
15.1396,0.919621,4.741585
15.4398,0.929102,4.781232
15.7577,0.937914,4.834623
16.0814,0.949598,4.872463
16.3976,0.959945,4.926292
16.7194,0.959898,4.915943
17.0333,0.947348,4.909426
17.3514,0.936543,4.85828
17.665,0.927285,4.806805
17.9772,0.916105,4.765406
18.2872,0.906438,4.720886
18.6006,0.896066,4.672642
18.9197,0.884547,4.626807
19.2309,0.875535,4.56898
19.5432,0.865621,4.528895
19.8534,0.854207,4.477256
20.1644,0.842969,4.4352
20.477,0.832398,4.381754
20.7899,0.821652,4.330169
21.1245,0.811129,4.285101
21.4363,0.801566,4.241403
21.7497,0.791816,4.195185
22.0601,0.780437,4.144915
22.3727,0.772187,4.078216
22.688,0.763516,4.03731
23.0022,0.75284,3.989997
23.314,0.742469,3.94022
23.6302,0.732508,3.890059
23.9471,0.721574,3.841048
24.2602,0.711215,3.789519
24.5746,0.700223,3.745929
24.8872,0.690074,3.698616
25.1977,0.679867,3.658477
25.5112,0.668664,3.609357
25.8235,0.658984,3.558046
26.1651,0.649352,3.514292
26.4749,0.639426,3.46561
26.7851,0.628773,3.420652
27.0952,0.618367,3.369451
27.406,0.606168,3.355706
27.7278,0.595199,3.293936
28.039,0.585414,3.25199
28.3511,0.576156,3.21196
28.6845,0.565223,3.173244
28.9979,0.553609,3.111365
29.3121,0.543625,3.065037
29.6288,0.533805,3.020188
29.9414,0.522566,2.975887
30.2522,0.511328,2.91576
30.5668,0.505164,2.831538
30.8785,0.489262,2.828581
31.1942,0.479406,2.77864
31.5058,0.468379,2.725193
31.8175,0.45891,2.687354
32.1312,0.449395,2.636317
32.4442,0.437172,2.592125
32.7555,0.426836,2.547277
33.0683,0.417637,2.50429
33.3811,0.407746,2.452212
33.6928,0.395863,2.400354
34.0046,0.387965,2.347729
34.3183,0.375742,2.311259
34.6403,0.366531,2.239358
34.9515,0.355129,2.207871
35.2677,0.352059,2.127044
35.5829,0.333109,2.11883
35.8951,0.322563,2.071901
36.2102,0.313293,2.025518
36.5571,0.303039,1.978479
36.876,0.295176,1.932809
37.1895,0.283422,1.876679
37.504,0.271797,1.841359
37.8159,0.262363,1.787091
38.1291,0.252156,1.735069
38.4542,0.242254,1.695915
38.7675,0.230875,1.653475
39.2181,0.221055,1.605396
39.5305,0.210016,1.548773
39.8457,0.199586,1.511208
40.1578,0.189566,1.460718
40.4732,0.179406,1.409353
40.7886,0.167945,1.365107
41.1052,0.155828,1.334331
41.4523,0.147906,1.276614
41.7663,0.137992,1.219827
42.0783,0.127316,1.176238
42.392,0.12257,1.107404
42.7131,0.106047,1.095137
43.0278,0.096648,1.031779
43.338,0.085527,0.989778
43.6502,0.078133,0.937044
43.9775,0.065758,0.904187
44.2891,0.059746,0.818816
44.607,0.044359,0.806604
44.9279,0.04307,0.706228
45.2562,0.027508,0.6852
45.5702,0.01757,0.641994
45.8809,0.007609,0.59605
46.193,-0.001941,0.548792
46.539,-0.010461,0.494031
46.8532,-0.022613,0.448744
47.1677,-0.032855,0.414738
47.4819,-0.043895,0.369396
47.7948,-0.057465,0.334568
48.1103,-0.067168,0.28627
48.4295,-0.064859,0.284572
48.7441,-0.054195,0.323343
49.059,-0.044234,0.369999
49.3804,-0.035902,0.426949
49.6991,-0.027547,0.474482
50.0132,-0.015301,0.528311
50.3256,-0.002094,0.550161
50.645,0.004,0.627318
50.9602,0.013457,0.664336
51.2739,0.023922,0.709623
51.6114,0.037457,0.760003
51.923,0.04525,0.80529
52.2388,0.054859,0.854848
52.5557,0.068605,0.904625
52.8709,0.078402,0.943998
53.185,0.087004,0.997718
53.4983,0.099039,1.04766
53.8129,0.109668,1.082816
54.1269,0.119465,1.134784
54.4424,0.12925,1.189216
54.7585,0.138766,1.231655
55.073,0.149887,1.278968
55.3874,0.160316,1.333346
55.699,0.171426,1.368064
56.0092,0.182559,1.428136
56.3209,0.191781,1.475778
56.6349,0.20316,1.517834
56.9508,0.213402,1.567337
57.2656,0.223117,1.619962
57.5795,0.232773,1.663113
57.8962,0.245055,1.71426
58.2066,0.255109,1.764146
58.5192,0.264812,1.804998
58.8356,0.275805,1.855542
59.1511,0.285555,1.901924
59.4636,0.297203,1.953399
59.7779,0.307504,1.99551
60.094,0.316457,2.039482
60.4072,0.327227,2.091833
60.7195,0.339801,2.120747
61.0349,0.348039,2.177315
61.3494,0.359781,2.233937
61.7136,0.371336,2.267834
62.0301,0.379258,2.324949
62.3463,0.390977,2.371933
62.6696,0.403902,2.401066
62.984,0.411332,2.470612
63.2988,0.422547,2.517213
63.6183,0.433422,2.561679
63.9331,0.445035,2.617041
64.2552,0.447285,2.598806
64.5848,0.457293,2.646503
64.9032,0.464453,2.70663
65.2201,0.476711,2.751533
65.5388,0.484844,2.808375
65.8536,0.494887,2.854209
66.1677,0.506723,2.904698
66.4831,0.517762,2.945331
66.8294,0.527441,2.991494
67.1428,0.538809,3.057206
67.457,0.550188,3.093239
67.7721,0.561227,3.138033
68.0864,0.572406,3.194217
68.4003,0.580621,3.24279
68.7213,0.59302,3.290212
69.0375,0.603391,3.333254
69.3554,0.615918,3.353789
69.6757,0.622516,3.428318
69.9912,0.632922,3.472182
70.3048,0.643434,3.512376
70.6495,0.655668,3.56051
70.9653,0.663426,3.618995
71.2796,0.673926,3.660558
71.5947,0.685281,3.715045
71.9412,0.696109,3.756498
72.2541,0.704875,3.804414
72.5811,0.717684,3.86016
72.8969,0.727293,3.900299
73.2104,0.738191,3.957962
73.5286,0.747953,3.994871
73.8442,0.758172,4.047879
74.1579,0.768426,4.09919
74.4744,0.778855,4.142231
74.7887,0.78884,4.189709
75.1037,0.803277,4.204713
75.419,0.812406,4.259693
75.7328,0.822355,4.298463
76.0475,0.834062,4.351362
76.3601,0.844598,4.398401
76.6903,0.854418,4.441662
77.0042,0.863746,4.528676
77.3167,0.876602,4.548828
77.6291,0.887723,4.60107
77.9419,0.898422,4.642523
78.255,0.908277,4.691315
78.569,0.919094,4.739888
78.8846,0.928855,4.77488
79.1991,0.938137,4.835938
79.5138,0.94682,4.897543
79.8279,0.957566,4.942282
80.1418,0.956863,4.949456
80.454,0.947383,4.904333
80.7679,0.935992,4.852311
81.0796,0.92725,4.806641
81.393,0.916832,4.762887
81.7051,0.906953,4.721652
82.0452,0.895363,4.672204
82.3606,0.885004,4.624562
82.6761,0.875758,4.579658
82.9884,0.864789,4.530702
83.3017,0.853188,4.47857
83.6143,0.843062,4.427315
83.9305,0.83309,4.390077
84.2486,0.821359,4.335591
84.5743,0.811328,4.286909
84.8943,0.801473,4.239815
85.2098,0.791629,4.197539
85.5237,0.779301,4.148803
85.8361,0.770816,4.10598
86.1493,0.760609,4.061295
86.4625,0.750355,4.010368
86.7753,0.738695,3.964424
87.1212,0.729121,3.909554
87.4352,0.719488,3.858791
87.753,0.707852,3.821061
88.0648,0.697422,3.775281
88.3761,0.68752,3.722328
88.694,0.677324,3.684214
89.0099,0.66598,3.628249
89.322,0.655598,3.578691
89.6374,0.645801,3.544192
89.9515,0.636391,3.496222
90.263,0.632125,3.39256
90.6353,0.624801,3.325314
90.9951,0.61798,3.266775
91.3624,0.607035,3.212233
91.7303,0.594801,3.188303
92.0696,0.57673,3.212507
92.3991,0.565691,3.151066
92.718,0.553785,3.112022
93.0327,0.543719,3.066735
93.3481,0.533629,3.020791
93.665,0.521617,2.979228
93.9852,0.511234,2.925781
94.2974,0.500312,2.870856
94.615,0.490082,2.830224
94.9319,0.478164,2.782309
95.2454,0.467934,2.733846
95.5588,0.462813,2.657071
95.8882,0.449324,2.63577
96.2042,0.438039,2.584952
96.5228,0.428547,2.535722
96.8482,0.418562,2.49268
97.1888,0.407371,2.453636
97.5047,0.396813,2.392688
97.8223,0.387074,2.354355
98.1353,0.375695,2.314544
98.4478,0.364152,2.257484
98.7733,0.355234,2.208254
99.0882,0.344535,2.168389
99.4079,0.332934,2.126059
99.724,0.323102,2.069546
100.0348,0.313527,2.025573
100.3489,0.303508,1.978096
100.668,0.292785,1.936861
100.9811,0.282402,1.888015
101.2937,0.271984,1.83988
101.6076,0.263383,1.790924
101.9209,0.250961,1.74049
102.2635,0.240637,1.700898
102.5784,0.231684,1.646357
102.9048,0.220387,1.606272
103.2208,0.20984,1.549978
103.538,0.201426,1.49927
103.8556,0.188687,1.456885
104.1693,0.181797,1.406998
104.4859,0.172352,1.347528
104.8208,0.15748,1.318396
105.1439,0.152559,1.246879
105.4596,0.142258,1.19628
105.7748,0.132086,1.15625
106.0881,0.121867,1.109704
106.4035,0.110535,1.067428
106.732,0.101559,1.012285
107.05,0.086863,0.983864
107.3857,0.075695,0.946353
107.7098,0.066215,0.902435
108.0233,0.054812,0.849482
108.3361,0.044582,0.806659
108.6509,0.03502,0.755732
108.9673,0.02268,0.708911
109.281,0.014031,0.66346
109.6003,0.002535,0.615873
109.9168,-0.003711,0.560072
110.23,-0.01168,0.501259
110.5448,-0.019355,0.438285
110.8723,-0.032914,0.413424
111.1877,-0.042359,0.362058
111.5024,-0.05348,0.321043
111.8164,-0.063008,0.272908
112.1294,-0.066793,0.291801
112.4645,-0.057172,0.327121
112.7778,-0.04666,0.385715
113.0922,-0.036793,0.431221
113.4068,-0.029152,0.479793
113.721,-0.016824,0.532254
