Time (s),Voltage (V),Current (mA)
9.563,0.5462,2.466822
9.6322,0.5364,2.43785
9.6981,0.5321,2.418224
9.7669,0.5242,2.369626
9.8328,0.5175,2.346729
9.8987,0.5114,2.318224
9.9681,0.5046,2.28972
10.0339,0.4991,2.258411
10.0997,0.4955,2.238318
10.1683,0.4833,2.204206
10.2342,0.4778,2.17243
10.3032,0.4723,2.135514
10.3697,0.4662,2.107009
10.435,0.4576,2.078505
10.5046,0.4533,2.038318
10.5707,0.4454,2.012617
10.6398,0.4387,1.981308
10.7052,0.4332,1.941121
10.7707,0.424,1.924299
10.8403,0.4167,1.886916
10.9059,0.4124,1.85
10.972,0.4057,1.824299
11.0416,0.3996,1.801402
11.1066,0.3898,1.764486
11.1756,0.3867,1.744393
11.2422,0.3788,1.707009
11.3073,0.3721,1.672897
11.3767,0.3641,1.641589
11.4427,0.3586,1.615888
11.5122,0.3531,1.578972
11.578,0.3452,1.55
11.6436,0.3397,1.533178
11.7127,0.3317,1.495794
11.7788,0.3244,1.461682
11.8444,0.3201,1.444393
11.9134,0.3134,1.399065
11.9794,0.3073,1.392991
12.0486,0.3,1.335981
12.1144,0.2945,1.321963
12.1801,0.2853,1.278972
12.2492,0.2804,1.24486
12.3152,0.2725,1.219159
12.3844,0.2658,1.18785
12.4502,0.259,1.153271
12.5162,0.2499,1.130374
12.5853,0.245,1.096262
12.6509,0.2389,1.076168
12.7166,0.2315,1.033645
12.7863,0.2273,1.00514
12.8517,0.2212,0.985047
12.9207,0.2132,0.94486
12.9869,0.2059,0.919159
13.0522,0.201,0.882243
13.1221,0.1906,0.848131
13.1879,0.1863,0.819159
13.2568,0.1778,0.785047
13.3225,0.1729,0.76215
13.3887,0.168,0.728037
13.458,0.1619,0.699533
13.5237,0.1515,0.668224
13.5895,0.1466,0.636449
13.6587,0.1381,0.614019
13.7246,0.1332,0.576636
13.7935,0.1277,0.545327
13.8596,0.1191,0.516822
13.9249,0.113,0.488318
13.9945,0.1087,0.448131
14.0605,0.0978,0.416822
14.1293,0.0935,0.393925
14.1954,0.0855,0.362617
14.2609,0.0794,0.328505
14.3303,0.0745,0.299533
14.3962,0.0672,0.268224
14.4652,0.0593,0.236916
14.5312,0.0544,0.202804
14.5964,0.0477,0.177103
14.6659,0.0397,0.154206
14.7318,0.0342,0.120093
14.7973,0.0281,0.08271
14.8663,0.0189,0.059813
14.9325,0.0159,0.020093
15.0013,0.0049,0.002804
15.0677,0.0006,-0.034112
15.1209,-0.0006,-0.034112
15.1898,0.0092,-0.002804
15.2565,0.0147,0.020093
15.3255,0.0196,0.065888
15.3916,0.0287,0.085514
15.4607,0.0354,0.111215
15.5265,0.0403,0.154206
15.5959,0.0489,0.177103
15.6617,0.0525,0.208411
15.7309,0.0611,0.242523
15.7965,0.0672,0.265421
15.8662,0.0745,0.299533
15.9319,0.0794,0.325234
16.0011,0.0892,0.365421
16.0668,0.0947,0.396729
16.1362,0.1008,0.42243
16.2024,0.1081,0.450935
16.2716,0.1142,0.485514
16.3376,0.1216,0.519626
16.4068,0.1271,0.548131
16.4728,0.1369,0.579439
16.5419,0.1417,0.616822
16.6074,0.1478,0.650935
16.6771,0.1552,0.665421
16.743,0.1607,0.707944
16.8119,0.1686,0.733645
16.8779,0.1753,0.764953
16.9472,0.1796,0.790654
17.0134,0.1888,0.816355
17.0824,0.1931,0.848131
17.1486,0.2016,0.893458
17.2176,0.2102,0.919159
17.2833,0.2144,0.956542
17.3525,0.2212,0.982243
17.4186,0.2279,1.007944
17.4876,0.2346,1.04486
17.554,0.2407,1.078972
17.6232,0.2474,1.104673
17.6898,0.2542,1.139252
17.7577,0.2627,1.16215
17.8242,0.267,1.190654
17.8932,0.2749,1.239252
17.9598,0.281,1.253271
18.0253,0.2878,1.290187
18.0946,0.2933,1.319159
18.1638,0.3024,1.356075
18.2298,0.3085,1.390187
18.2991,0.314,1.413084
18.3648,0.3232,1.441589
18.434,0.3269,1.478972
18.5001,0.3366,1.504673
18.5692,0.3427,1.533178
18.6358,0.347,1.564486
18.7044,0.3537,1.598598
18.7705,0.3617,1.630374
18.8396,0.3678,1.647196
18.9057,0.3751,1.692991
18.9744,0.38,1.73271
19.0405,0.3867,1.738785
19.1099,0.3928,1.778505
19.1761,0.402,1.807009
19.2416,0.4075,1.847196
19.311,0.4124,1.86729
19.3803,0.4222,1.907009
19.4462,0.4264,1.935514
19.5118,0.435,1.961215
19.5815,0.4405,1.98972
19.6481,0.449,2.027103
19.7245,0.4558,2.058411
19.782,0.4625,2.08972
19.8523,0.4668,2.121028
19.9263,0.4735,2.149533
20.0032,0.4814,2.178505
20.0683,0.4869,2.209813
20.1228,0.4967,2.243925
20.195,0.4936,2.246729
20.2622,0.5028,2.269626
20.3306,0.5089,2.300935
20.3977,0.5156,2.335514
20.4658,0.5236,2.361215
20.5313,0.5254,2.400935
20.6013,0.5364,2.415421
20.6676,0.5419,2.457944
20.737,0.5456,2.495327
20.8016,0.556,2.506542
20.8713,0.5615,2.557944
20.9371,0.5682,2.575234
21.0059,0.5767,2.609346
21.0725,0.5804,2.646262
21.1418,0.5908,2.675234
21.2084,0.5969,2.717757
21.2767,0.6012,2.746262
21.3424,0.6097,2.771963
21.4121,0.6171,2.806542
21.4779,0.6244,2.846262
21.547,0.6317,2.863551
21.6125,0.6348,2.903271
21.6822,0.6433,2.923364
21.7491,0.6519,2.951869
21.8174,0.6549,2.989252
21.8864,0.6635,3.020561
21.9524,0.669,3.040654
22.0188,0.6769,3.080374
22.0872,0.683,3.09486
22.1545,0.6885,3.134579
22.2314,0.6959,3.169159
22.2885,0.702,3.200467
22.3582,0.7093,3.231776
22.424,0.716,3.254673
22.4934,0.7234,3.283178
22.5593,0.7283,3.320093
22.6285,0.738,3.354673
22.6938,0.7423,3.380374
22.7635,0.7509,3.420093
22.8289,0.7576,3.445794
22.8981,0.7631,3.477103
22.9641,0.771,3.494393
23.0341,0.7783,3.537383
23.0994,0.7838,3.568692
23.1688,0.7893,3.6
23.2351,0.7967,3.631308
23.3043,0.8034,3.665888
23.3702,0.8101,3.679907
23.4393,0.815,3.728505
23.5054,0.8229,3.745794
23.5743,0.8303,3.777103
23.6404,0.8364,3.819626
23.7097,0.8413,3.834112
23.7754,0.8498,3.879907
23.8447,0.8565,3.905607
23.9107,0.8633,3.931308
23.9798,0.8682,3.968224
24.0459,0.8773,3.996729
24.1149,0.8804,4.02243
24.1806,0.8908,4.065421
24.25,0.8963,4.093925
24.3161,0.903,4.116822
24.3851,0.9115,4.153738
24.4513,0.917,4.176636
24.5205,0.9244,4.22243
24.5866,0.9329,4.256542
24.6558,0.9396,4.279439
24.7217,0.9427,4.319626
24.7911,0.9525,4.339252
24.857,0.9561,4.364953
24.9255,0.9622,4.396729
24.9914,0.9696,4.42243
25.0569,0.9757,4.456542
25.1266,0.9818,4.48785
25.1958,0.9897,4.516355
25.2452,0.9891,4.519159
25.3109,0.9848,4.48785
25.3802,0.9751,4.464953
25.4461,0.9708,4.442056
25.5133,0.9629,4.396729
25.5897,0.9561,4.371028
25.6469,0.9506,4.345327
25.7171,0.9457,4.307944
25.7823,0.936,4.282243
25.8479,0.9335,4.250935
25.9174,0.9256,4.216822
25.9828,0.917,4.191121
26.0518,0.9121,4.153738
26.1176,0.9042,4.12243
26.1837,0.8969,4.096729
26.2529,0.892,4.057009
26.3186,0.8834,4.031308
26.3844,0.8773,4.008411
26.4539,0.8712,3.962617
26.5197,0.8627,3.93972
26.589,0.8572,3.914019
26.6715,0.8523,3.879907
26.757,0.8431,3.842523
26.8481,0.8382,3.825701
26.9374,0.8284,3.779907
27.0235,0.8236,3.757009
27.11,0.8168,3.728505
27.1997,0.8107,3.688318
27.2815,0.804,3.665888
27.3634,0.7955,3.642991
27.4485,0.79,3.602804
27.5311,0.7845,3.574299
27.6175,0.7783,3.540187
27.6994,0.7704,3.514486
27.7823,0.7649,3.483178
27.8682,0.757,3.457477
27.9583,0.7502,3.414486
28.0472,0.7447,3.391589
28.1296,0.7362,3.363084
28.2163,0.7337,3.322897
28.3013,0.7252,3.300467
28.3951,0.7197,3.265888
28.4775,0.7111,3.231776
28.56,0.7044,3.208879
28.6496,0.6965,3.180374
28.7359,0.6922,3.146262
28.8248,0.6855,3.117757
28.9085,0.6782,3.092056
28.9979,0.672,3.051869
29.0799,0.6659,3.026168
29.1653,0.6574,2.992056
29.2508,0.6513,2.971963
29.3347,0.6476,2.935047
29.4192,0.6391,2.91215
29.5016,0.6329,2.87757
29.587,0.6262,2.843458
29.6695,0.6189,2.817757
29.7545,0.6134,2.786449
29.8371,0.6067,2.752336
29.9245,0.5987,2.723364
30.0139,0.5932,2.692056
30.0971,0.5859,2.660748
30.1858,0.5786,2.626636
30.2688,0.57,2.592056
30.3543,0.5645,2.569626
30.4404,0.559,2.529439
30.5303,0.5505,2.500935
30.6167,0.5456,2.478037
30.7059,0.5376,2.441121
30.7877,0.5303,2.412617
30.8695,0.5242,2.383645
30.9548,0.5181,2.357944
31.0374,0.5114,2.315421
31.1205,0.5053,2.284112
31.2061,0.4979,2.264019
31.2924,0.4912,2.229907
31.3807,0.4851,2.192523
31.4632,0.4772,2.166822
31.5493,0.4717,2.135514
31.6315,0.4662,2.112617
31.7134,0.4582,2.078505
31.7988,0.4527,2.046729
31.8811,0.4454,2.015421
31.9633,0.4393,1.984112
32.0486,0.4313,1.947196
32.131,0.4252,1.921495
32.2141,0.4173,1.886916
32.2999,0.4118,1.861215
32.3853,0.4038,1.835514
32.4671,0.3977,1.795794
32.5491,0.3898,1.770093
32.6309,0.3849,1.738785
32.7139,0.3776,1.704206
32.7994,0.3715,1.678505
32.8848,0.3641,1.647196
32.968,0.358,1.621495
33.0605,0.3519,1.581776
33.1426,0.3464,1.553271
33.2325,0.3391,1.518692
33.3151,0.3305,1.495794
33.3968,0.325,1.464486
33.4798,0.3195,1.444393
33.5683,0.3104,1.404673
33.652,0.3061,1.376168
33.7404,0.3,1.341589
33.8227,0.2951,1.313084
33.9046,0.2859,1.270561
33.988,0.2804,1.247664
34.0731,0.2713,1.216355
34.1596,0.2658,1.193458
34.2449,0.259,1.153271
34.3305,0.2523,1.12757
34.4171,0.2444,1.099065
34.5062,0.2401,1.070561
34.5888,0.2315,1.030841
34.674,0.2267,1.001869
34.7568,0.2193,0.979439
34.8395,0.2096,0.953738
34.9254,0.2071,0.913551
34.9936,0.1998,0.882243
35.0397,0.1912,0.848131
35.1057,0.1888,0.828037
35.1698,0.1796,0.78785
35.2187,0.1711,0.764953
35.264,0.1662,0.719626
35.3129,0.1601,0.699533
35.3582,0.1527,0.665421
35.4031,0.1466,0.636449
35.4483,0.1417,0.599533
35.5182,0.1326,0.576636
35.5666,0.1277,0.542523
35.6157,0.1204,0.516822
35.6613,0.113,0.479439
35.7075,0.1075,0.448131
35.7722,0.0984,0.411215
35.8206,0.0923,0.391121
35.8663,0.0849,0.362617
35.9111,0.0782,0.319626
35.9569,0.0721,0.293925
36.0251,0.0666,0.274299
36.0715,0.0605,0.234112
36.1334,0.0532,0.2
36.1996,0.047,0.18271
36.2634,0.0391,0.148598
36.3055,0.0342,0.120093
36.3746,0.0287,0.094393
36.4435,0.0202,0.054206
36.49,0.0159,0.01729
36.5513,0.0067,-0.008411
36.6156,0.0012,-0.040187
36.6823,0.0024,-0.025701
36.7509,0.0086,-0.005607
36.8199,0.0134,0.025701
36.8863,0.0214,0.062617
36.9553,0.0287,0.085514
37.0213,0.0342,0.122897
37.0906,0.0403,0.145794
37.1562,0.047,0.18271
37.2254,0.0525,0.214019
37.2911,0.0623,0.23972
37.357,0.0678,0.271028
37.4264,0.0733,0.308411
37.4957,0.0806,0.331308
37.5655,0.0874,0.365421
37.6311,0.0929,0.388318
37.6972,0.0996,0.425234
37.7665,0.1075,0.459813
37.8319,0.1142,0.48271
37.901,0.1222,0.52243
37.9675,0.1283,0.550935
38.0362,0.1356,0.582243
38.1025,0.1399,0.610748
38.1681,0.1503,0.645327
38.2386,0.154,0.673832
38.3033,0.1601,0.710748
38.3729,0.1668,0.72243
38.442,0.176,0.771028
38.5078,0.1815,0.799533
38.5769,0.1888,0.82243
38.6432,0.1931,0.856542
38.709,0.2028,0.890654
38.7781,0.2083,0.924766
38.8438,0.2151,0.953738
38.9136,0.223,0.979439
38.9796,0.2273,1.013551
39.0491,0.234,1.047664
39.7732,0.2413,1.073364
39.8307,0.2474,1.110748
39.8798,0.2554,1.14486
39.925,0.259,1.167757
39.9704,0.2664,1.199065
40.0153,0.2737,1.22757
40.0807,0.2804,1.253271
40.1541,0.2896,1.290187
40.2364,0.2951,1.321963
40.2854,0.3012,1.353271
40.3597,0.3091,1.384579
40.4202,0.3146,1.407477
40.47,0.3226,1.453271
40.5184,0.3269,1.470093
40.568,0.333,1.51028
40.6177,0.3397,1.538785
40.6666,0.3476,1.575701
40.7122,0.355,1.595794
40.7568,0.3629,1.627103
40.8059,0.3666,1.658879
40.8524,0.3733,1.684579
40.9198,0.38,1.707009
40.9669,0.3867,1.761682
41.0352,0.3935,1.781308
41.0981,0.3996,1.807009
41.1615,0.4057,1.852804
41.2108,0.413,1.872897
41.2721,0.4209,1.912617
41.3214,0.4258,1.93271
41.3831,0.4362,1.975701
41.4323,0.4423,1.992523
41.4814,0.4484,2.029907
41.5306,0.4533,2.055607
41.5797,0.4619,2.08972
41.6287,0.4674,2.129907
41.678,0.4747,2.149533
41.7272,0.4796,2.175234
41.776,0.49,2.209813
41.8214,0.4936,2.243925
