Time (s),Voltage (V),Current (mA)
42.4959,0.6109,1.433178
42.7003,0.6244,1.444393
42.9047,0.6336,1.453271
43.1067,0.6421,1.478972
43.3115,0.6531,1.481776
43.5163,0.6653,1.513084
43.7208,0.6739,1.52757
43.9249,0.6818,1.547196
44.129,0.694,1.553271
44.3314,0.7056,1.575701
44.5362,0.7148,1.581776
44.7408,0.7209,1.61028
44.9452,0.7337,1.621495
45.1487,0.7441,1.633178
45.3538,0.7533,1.661682
45.556,0.7649,1.678505
45.7609,0.7777,1.681308
45.9655,0.7845,1.698598
46.17,0.7948,1.727103
46.3735,0.8046,1.738785
46.5759,0.8168,1.747196
46.7807,0.8242,1.770093
46.9855,0.8339,1.790187
47.1899,0.8474,1.813084
47.3946,0.8559,1.804206
47.5985,0.8645,1.821495
47.7991,0.8761,1.858411
48.0038,0.8871,1.855607
48.2101,0.8975,1.884112
48.4147,0.9079,1.88972
48.6185,0.9176,1.909813
48.8231,0.9293,1.918692
49.0252,0.9396,1.935514
49.23,0.947,1.95
49.4337,0.9543,1.978505
49.6391,0.9574,1.958411
49.8434,0.961,1.972897
50.0479,0.9635,1.981308
50.2499,0.9653,1.984112
50.334,0.9641,1.972897
50.5366,0.9641,1.995794
50.7373,0.961,1.978505
50.941,0.9574,1.970093
51.1423,0.9555,1.958411
51.3427,0.9476,1.961215
51.5468,0.9402,1.924299
51.7492,0.9293,1.912617
51.9497,0.917,1.886916
52.1527,0.9097,1.875701
52.3552,0.8957,1.864019
52.5558,0.8895,1.847196
52.7591,0.8792,1.841589
52.9617,0.8663,1.801402
53.162,0.8559,1.804206
53.3652,0.8474,1.795794
53.5667,0.837,1.764486
53.7682,0.8284,1.758411
53.9712,0.8174,1.738785
54.1728,0.8095,1.707009
54.3743,0.7967,1.707009
54.5751,0.7869,1.687383
54.7791,0.7771,1.675701
54.9806,0.7674,1.655607
55.1813,0.7557,1.630374
55.3849,0.7466,1.618692
55.5871,0.7344,1.598598
55.7875,0.7283,1.572897
55.9913,0.7148,1.56729
56.1933,0.7081,1.558879
56.3936,0.6971,1.547196
56.5967,0.6898,1.498598
56.7996,0.6788,1.492991
56.9998,0.6672,1.472897
57.2033,0.6586,1.470093
57.4053,0.6452,1.456075
57.606,0.6391,1.435981
57.8094,0.6274,1.415888
58.0112,0.6183,1.41028
58.2122,0.603,1.381776
58.4152,0.5963,1.370561
58.617,0.5853,1.34486
58.8184,0.5755,1.330374
59.0217,0.5651,1.304673
59.2235,0.5554,1.293458
59.4246,0.5431,1.287383
59.6276,0.5327,1.264953
59.8294,0.5242,1.256075
60.0308,0.5108,1.239252
60.2338,0.5046,1.21028
60.4354,0.4949,1.193458
60.6373,0.4839,1.178972
60.8376,0.4759,1.173364
61.0416,0.4613,1.150467
61.2424,0.4527,1.142056
61.4461,0.4454,1.119159
61.6478,0.4338,1.110748
61.8493,0.4228,1.081776
62.0522,0.4112,1.073364
62.2536,0.4038,1.056542
62.4555,0.3916,1.030841
62.6563,0.3812,1.010748
62.8599,0.3721,1.00514
63.0617,0.3653,0.996262
63.2625,0.3525,0.967757
63.4658,0.3427,0.950467
63.6675,0.3336,0.936449
63.8686,0.3226,0.921963
64.0721,0.3122,0.902336
64.2739,0.3043,0.896262
64.4748,0.292,0.873832
64.6782,0.2816,0.848131
64.88,0.2719,0.836449
65.081,0.259,0.836449
65.2841,0.2505,0.813551
65.485,0.2413,0.779439
65.6858,0.2328,0.76215
65.8903,0.223,0.771028
66.092,0.2144,0.739252
66.2933,0.2028,0.728037
66.4962,0.1931,0.70514
66.6982,0.1845,0.685047
66.8995,0.1747,0.673832
67.1026,0.1613,0.66215
67.3042,0.1527,0.656542
67.5057,0.1411,0.628037
67.7087,0.132,0.60514
67.9105,0.1216,0.588318
68.1121,0.1106,0.576636
68.3126,0.102,0.562617
68.5166,0.0874,0.548131
68.7184,0.0806,0.533645
68.9188,0.0739,0.511215
69.1226,0.0599,0.50514
69.3244,0.0519,0.48271
69.5249,0.0415,0.462617
69.7287,0.033,0.462617
69.9304,0.022,0.434112
70.1311,0.0122,0.414019
70.3346,0.0037,0.405607
70.3878,0.0018,0.402336
70.5936,0.0147,0.419626
70.7985,0.0238,0.436916
71.003,0.0312,0.457009
71.207,0.0434,0.473832
71.409,0.0538,0.485514
71.614,0.0617,0.511215
71.8186,0.0703,0.514019
72.023,0.0819,0.542523
72.2273,0.0923,0.545327
72.4319,0.1026,0.568224
72.636,0.1142,0.588318
72.8386,0.1234,0.593925
73.0432,0.135,0.607944
73.2475,0.1436,0.625234
73.4519,0.1515,0.648131
73.656,0.1637,0.673832
73.8583,0.1741,0.673832
74.0631,0.1839,0.693925
74.2679,0.1937,0.728037
74.472,0.2059,0.728037
74.6765,0.2163,0.736449
74.8806,0.2242,0.767757
75.083,0.2346,0.776636
75.2878,0.245,0.78785
75.4926,0.2548,0.80514
75.6968,0.2664,0.830841
75.9011,0.2755,0.839252
76.1054,0.2853,0.850935
76.3079,0.2951,0.873832
76.5124,0.3067,0.893458
76.7173,0.3152,0.90514
76.9214,0.3256,0.919159
77.1254,0.3342,0.942056
77.33,0.3458,0.953738
77.5323,0.3568,0.96215
77.7362,0.3666,0.982243
77.9421,0.3763,1.010748
78.1456,0.3849,1.019159
78.3501,0.3977,1.030841
78.5522,0.4075,1.047664
78.757,0.4167,1.073364
78.9618,0.4289,1.070561
79.1662,0.4387,1.093458
79.3702,0.4509,1.110748
79.5744,0.46,1.12757
79.7768,0.4686,1.139252
79.9816,0.479,1.156075
80.1862,0.4863,1.167757
80.3907,0.4973,1.199065
