Time (s),Voltage (V),Current (mA)
19.5952,0.5254,0.077103
19.797,0.5193,0.088318
19.9981,0.5046,0.105607
20.2014,0.4924,0.08271
20.403,0.4851,0.094393
20.6042,0.4753,0.054206
20.8075,0.4674,0.062617
21.0089,0.4552,0.059813
21.2104,0.4448,0.097196
21.4135,0.4319,0.068692
21.6151,0.4234,0.054206
21.8166,0.4099,0.054206
22.0164,0.4038,0.034112
22.2213,0.3953,0.025701
22.4228,0.3825,0.036916
22.6239,0.3727,0.031308
22.8275,0.3629,0.022897
23.029,0.3513,-0.005607
23.2297,0.3415,-0.040187
23.4335,0.3366,-0.048598
23.635,0.3238,-0.062617
23.8359,0.314,-0.085514
24.0396,0.3018,-0.122897
24.2412,0.2926,-0.131308
24.442,0.2816,-0.188318
24.6454,0.2719,-0.236916
24.8474,0.2603,-0.268224
25.0483,0.2523,-0.265421
25.2517,0.2419,-0.308411
25.4535,0.2322,-0.325234
25.6617,0.2236,-0.362617
25.8579,0.2126,-0.373832
26.0602,0.2047,-0.396729
26.2604,0.1918,-0.391121
26.464,0.1827,-0.416822
26.6655,0.1729,-0.419626
26.867,0.1595,-0.419626
27.0699,0.1533,-0.448131
27.2704,0.1442,-0.459813
27.473,0.135,-0.453738
27.6737,0.121,-0.465421
27.8777,0.1112,-0.462617
28.0792,0.1008,-0.459813
28.2823,0.0935,-0.479439
28.484,0.0788,-0.48271
28.6854,0.0745,-0.491121
28.8882,0.0648,-0.485514
29.09,0.0525,-0.488318
29.2916,0.0409,-0.479439
29.4923,0.033,-0.48271
29.6961,0.0232,-0.499533
29.8977,0.0128,-0.50514
30.0986,0.0031,-0.48271
30.183,0.0037,-0.473832
30.3894,0.0116,-0.416822
30.5937,0.0257,-0.396729
30.7981,0.033,-0.368224
31.0024,0.0409,-0.354206
31.2046,0.055,-0.331308
31.4091,0.0617,-0.334112
31.6139,0.0696,-0.305607
31.8181,0.0819,-0.271028
32.0226,0.0923,-0.285514
32.2267,0.1026,-0.265421
32.429,0.1149,-0.262617
32.6338,0.1216,-0.242523
32.8386,0.1338,-0.242523
33.0429,0.1417,-0.216822
33.2472,0.1533,-0.202804
33.4511,0.1637,-0.185514
33.6537,0.1741,-0.188318
33.8584,0.1821,-0.165421
34.0631,0.1961,-0.157009
34.2674,0.2071,-0.151402
34.4717,0.2175,-0.122897
34.6757,0.2242,-0.1
34.8783,0.2346,-0.062617
35.0831,0.2474,-0.048598
35.2877,0.2554,-0.028505
35.4918,0.2652,0.014486
35.6963,0.2768,0.059813
35.8984,0.2884,0.088318
36.1031,0.2951,0.131308
36.3078,0.3073,0.174299
36.5123,0.3159,0.205607
36.7163,0.3262,0.205607
36.9207,0.3342,0.257009
37.1228,0.347,0.259813
37.3262,0.3562,0.293925
37.5324,0.3696,0.285514
37.7368,0.3757,0.32243
37.9405,0.3849,0.32243
38.1452,0.3965,0.319626
38.3475,0.4087,0.331308
38.5523,0.4185,0.365421
38.757,0.4258,0.368224
38.9614,0.4356,0.350935
39.1656,0.4515,0.365421
39.3698,0.46,0.391121
39.5721,0.4668,0.399533
39.7769,0.4808,0.376636
39.9817,0.49,0.399533
40.1858,0.4998,0.411215
40.2835,0.5004,0.379907
40.4896,0.5095,0.402336
40.6937,0.5205,0.402336
40.8978,0.5315,0.448131
41.1019,0.5382,0.428037
41.3041,0.5511,0.445327
41.5095,0.5633,0.431308
41.714,0.5706,0.493925
41.9183,0.5798,0.479439
42.1225,0.5945,0.473832
42.3269,0.603,0.465421
42.5296,0.614,0.52243
42.7341,0.6201,0.525234
42.9386,0.6348,0.468224
43.1426,0.6464,0.488318
43.3472,0.6543,0.502336
43.5493,0.6641,0.533645
43.754,0.6757,0.465421
43.9588,0.6824,0.52243
44.1633,0.6928,0.514019
44.3675,0.7069,0.536916
44.5713,0.7148,0.442523
44.7738,0.7234,0.519626
44.9786,0.7356,0.525234
45.1822,0.7466,0.519626
45.3876,0.7582,0.436916
45.5918,0.7667,0.550935
45.7962,0.7771,0.499533
45.9988,0.7875,0.468224
46.2033,0.7973,0.445327
46.4079,0.8058,0.519626
46.6122,0.8162,0.479439
46.8163,0.8266,0.402336
47.0184,0.8382,0.414019
47.2232,0.8498,0.471028
47.428,0.8572,0.457009
47.6324,0.87,0.354206
47.8369,0.8792,0.42243
48.041,0.8877,0.428037
48.2432,0.8975,0.448131
48.4478,0.9103,0.348131
48.6526,0.9183,0.453738
48.8573,0.9329,0.419626
49.0611,0.9415,0.442523
49.2659,0.9537,0.359813
49.4677,0.958,0.471028
49.6732,0.9714,0.411215
49.8773,0.98,0.388318
50.0816,0.9934,0.371028
50.2857,0.9989,0.479439
50.3756,1.005,0.285514
50.5803,0.9952,0.285514
50.782,0.9812,0.357009
50.9831,0.9714,0.299533
51.1862,0.9622,0.274299
51.3879,0.9543,0.279907
51.5893,0.939,0.177103
51.7928,0.9323,0.205607
51.994,0.9201,0.262617
52.1955,0.9091,0.248598
52.3987,0.8993,0.231308
52.6,0.8871,0.23972
52.8018,0.8792,0.165421
53.0024,0.87,0.154206
53.2064,0.8596,0.193925
53.4079,0.848,0.234112
53.6089,0.8376,0.205607
53.8124,0.8284,0.2
54.0141,0.8181,0.174299
54.2149,0.8113,0.111215
54.4186,0.8003,0.151402
54.6203,0.7887,0.205607
54.821,0.7765,0.168224
55.0246,0.7704,0.157009
55.2262,0.7582,0.162617
55.4272,0.7496,0.085514
55.6305,0.7386,0.105607
55.8325,0.7313,0.168224
56.0334,0.7173,0.13972
56.2365,0.7087,0.136916
56.4384,0.6983,0.134112
56.6395,0.6891,0.091589
56.8428,0.6806,0.08271
57.0448,0.6684,0.105607
57.2457,0.658,0.125701
57.4488,0.6446,0.091589
57.6508,0.6384,0.102804
57.8519,0.6293,0.079907
58.0548,0.6189,0.057009
58.2569,0.6079,0.040187
58.4582,0.5969,0.105607
58.661,0.5877,0.079907
58.863,0.5761,0.077103
59.0634,0.5633,0.065888
59.265,0.556,0.022897
59.4688,0.5456,0.045794
59.6706,0.534,0.062617
59.8712,0.526,0.042991
60.0751,0.5163,0.040187
60.2771,0.5053,0.048598
60.4774,0.4936,0.01729
60.6812,0.4869,0.008411
60.8828,0.4759,0.01729
61.0836,0.4649,0.036916
61.2871,0.4545,0.014486
61.489,0.4423,0.028505
61.69,0.4344,-0.002804
61.8933,0.4234,-0.014486
62.0951,0.4142,-0.014486
62.2959,0.4032,0.022897
62.4993,0.3928,-0.008411
62.701,0.3831,-0.002804
62.9021,0.3727,-0.005607
63.1055,0.3647,-0.045794
63.3073,0.355,-0.048598
63.5083,0.3427,-0.042991
63.7074,0.3324,-0.057009
63.9134,0.3226,-0.071495
64.1145,0.3098,-0.088318
64.3173,0.3043,-0.108411
64.5192,0.2939,-0.128505
64.7206,0.2847,-0.13972
64.9239,0.2731,-0.174299
65.1254,0.2621,-0.197196
65.3268,0.2529,-0.208411
65.5297,0.2419,-0.234112
65.7315,0.2334,-0.262617
65.9331,0.2224,-0.291121
66.1337,0.2114,-0.265421
66.3376,0.2004,-0.296729
66.5393,0.1912,-0.316822
66.7399,0.1827,-0.32243
66.9436,0.1735,-0.348131
67.1454,0.165,-0.359813
67.3461,0.1503,-0.359813
67.5499,0.1436,-0.376636
67.75,0.1326,-0.376636
67.9519,0.1222,-0.385514
68.156,0.1142,-0.391121
68.3578,0.1014,-0.416822
68.5586,0.0923,-0.428037
68.7617,0.0794,-0.411215
68.9637,0.0733,-0.42243
69.1646,0.0629,-0.42243
69.3684,0.0525,-0.431308
69.5697,0.0428,-0.459813
69.7708,0.0342,-0.462617
69.974,0.0244,-0.457009
70.1757,0.0104,-0.453738
70.377,0.0018,-0.459813
70.4695,0.0043,-0.445327
70.6745,0.0128,-0.391121
70.8767,0.0226,-0.362617
71.0815,0.0336,-0.362617
71.2863,0.0428,-0.33972
71.4896,0.0525,-0.316822
71.6947,0.0641,-0.28271
71.8991,0.0745,-0.308411
72.1017,0.0837,-0.274299
72.3062,0.0935,-0.259813
72.5109,0.1045,-0.236916
72.7239,0.1106,-0.245327
72.9194,0.1252,-0.222897
73.1238,0.1344,-0.202804
73.326,0.1442,-0.202804
73.5308,0.1558,-0.2
73.7355,0.1625,-0.165421
73.9398,0.1741,-0.162617
74.144,0.1863,-0.162617
74.348,0.1979,-0.151402
74.5507,0.2041,-0.116822
74.7555,0.212,-0.094393
74.9601,0.2273,-0.111215
75.1643,0.2334,-0.088318
75.3685,0.245,-0.054206
75.5726,0.2529,-0.025701
75.7753,0.2645,-0.031308
75.9801,0.2768,0.0
76.1843,0.2865,0.028505
76.3885,0.2939,0.059813
76.5928,0.3091,0.071495
76.7953,0.3195,0.097196
77.0,0.325,0.122897
77.2048,0.3379,0.142523
77.4091,0.3476,0.142523
77.6132,0.3556,0.174299
77.8176,0.3672,0.171495
78.019,0.38,0.174299
78.2247,0.3916,0.185514
78.4292,0.3965,0.222897
78.6337,0.4051,0.228505
78.8378,0.4185,0.228505
79.0422,0.4289,0.222897
79.2445,0.4356,0.245327
79.4494,0.4484,0.259813
79.6538,0.4607,0.242523
79.8581,0.4686,0.262617
80.0623,0.4784,0.302804
80.2665,0.4857,0.308411
80.4692,0.5016,0.291121
